,Car,Make,Model,Year,Price,Milage,MPG,Expected Car Life (Yr),Gas Cost Per Year,Loan,Cost Per Mile,Cost Per Year,Views Count,Favorite Count,Favorite to Views Ratio,Link,Description
2263,2006 Buick LaCrosse CX        ,Buick,LaCrosse,2006,3000.0,123291,24.0,1.5654021785856227,802.0833333333334,0.0,0.05547697137763781,2718.5237478411054,117.0,3.0,0.02564102564102564,https://cars.ksl.com/listing/6127733?ad_cid=3,       The last of the 3 8 liter V6 pushrod engines  This engine is bulletproof and runs like a champ  Some normal wear and tear  but overall very clean inside and out and has served us well  Just put a brand new alternator in  We simply do not need it any more  Please text now to get it before someone else does     
1889,2013 Toyota Camry SE        ,Toyota,Camry,2013,12900.0,54000,28.0,3.574074074074074,687.5,8900.0,0.10782161883461326,4404.485196332078,356.0,8.0,0.02247191011235955,https://cars.ksl.com/listing/6054715?ad_cid=20,       EXCELLENT CONDITION     LOW miles  2013 Toyota Camry SE for sale by owner  CLEAN TITLE  I have owned the vehicle since 17 000 miles  Standard SE features  Very clean inside and out  It has hybrid leather clothe seats  tinted windows  fog lights  auto manual transmission  great color  low miles for the year  Call or text Chris   801 598 2539   12 900 OBO    
3261,2011 Volkswagen Golf        ,Volkswagen,Golf,2011,7499.0,84650,34.0,2.2799763733018312,566.1764705882352,3499.0,0.07751316763369132,3921.594974073283,132.0,4.0,0.030303030303030304,https://cars.ksl.com/listing/6108836?ad_cid=1,       2011 Volkswagen GOLF 2 5 Liter 5 Cylinder   This Golf is fun to drive  very zippy and responsive and excellent MPG  31 miles per gallon    I recently put on NEW aftermarket 17 inch WHEELS  with NEW  all season TIRES   Power sunroof  nice cold AC NEWLY tinted windows   Call or text with any questions   Thanks for looking     
190,2006 Acura TL        ,Acura,TL,2006,3600.0,126000,21.0,1.5317460317460319,916.6666666666666,0.0,0.06762298012298013,3266.9257340241797,259.0,5.0,0.019305019305019305,https://cars.ksl.com/listing/6149686?ad_cid=17,       I m really going to miss this car but I have to let it go everything works great set for the navigational system that s the only thing wrong with it  This has after market rims  front skrt side skrt and it has a wing  I took off the front lip of the car due to snow  But if you get buy the car the front lip is yours    
3747,2014 Infiniti Q50 Premium        ,Infiniti,Q50,2014,16980.0,84700,23.0,2.2786304604486425,836.9565217391304,12980.0,0.16867553140384456,8535.07802534777,237.0,8.0,0.03375527426160337,https://cars.ksl.com/listing/6095917?ad_cid=17,          CLEAN TITLE  NEAR NEW CONDITION  NEW TIRES  70 000 mile tires     You won t believe this car   It is in excellent condition   LOADED   Washed and maintained regularly   Oil changes every 4500 miles   ALL WHEEL DRIVE   perfect for winter driving    HD Stereo System  Bose    MPG  Up to 23 city   29 highway   Premium Alloy Wheels   Never been Smoked in   All Wheel Drive   Brand new 70 000 mile tires   Backup camera   Heated seats   Sunroof   Bluetooth   Keyless entry and start   Cruise control   On wheel audio control   Power leather seats    PLUS MORE     
2074,2012 Mazda Mazda3        ,Mazda,Mazda3,2012,5500.0,146318,25.0,1.3190448201861698,770.0,1500.0,0.12258327083174206,4988.848782151924,344.0,13.0,0.0377906976744186,https://cars.ksl.com/listing/6102875?ad_cid=1,       This would make an AMAZING car for a student  It would also make a great commuter car averaging 27 33 mpg  It s sporty  and features black leather seats and a stylish exterior  This car has been kept up to date on maintenance and oil changes and runs great  The car also has Bose sound system  moonroof  and lots of trunk space with the hatchback  Call or text to set up a test drive today     
2598,1997 Ford F-150        ,Ford,F-150,1997,2999.0,100200,17.0,1.9261477045908184,1132.3529411764705,0.0,0.051904599383103406,2689.34672355989,240.0,4.0,0.016666666666666666,https://cars.ksl.com/listing/6123246?ad_cid=4,       Low mile vehicle that is in great mechanical condition   Has it s quirks bumps and bruises but is a very reliable vehicle  Volume knob on radio is stuck on one volume level  I didn t care to fix it since it was a good volume  and the rest of the unit works perfect  Drivers side door panel was replaced  Dent in front right wheel well   Head liner is gone  Bed of truck has inverter and battery for camping and is setup to be camped in if desired   This is my son s truck who is headed to college and needs a small car   Clean title  cash only sale     
2306,2004 Mini Cooper S        ,Mini,Cooper,2004,8995.0,73000,28.0,2.643835616438356,687.5,4995.0,0.08683928814969531,4171.4354426726695,1304.0,25.0,0.019171779141104295,https://cars.ksl.com/listing/5795915?ad_cid=23,       This is a rare  chance to own a piece of automotive history  This car is a blast to drive and will make you fill like your in the movie The Italian Job with it s 6 speed manual transmission and the supercharger  This is a fantastic car to drive and you will stand out with the special decals on the car and of course the best color RED and WHITE  This is a rare 2004 Mini Cooper S MC 40  This is 1 of 1000 ever made  this is  919  The car itself has 143000 miles on it but I replace the engine with a low mile engine that had 73000 mile on it a couple of months ago  It also received a new clutch  flywheel  throughout bearing  CV  joint Assy  It also has new coil packs  complete headlight assembly s  at the cost of 2000 00  all brand new MC 40 decals and magnetic  37 door plaques   Also has new air intake hose  water pump  intake and exhaust gaskets  shift cable  A C filter dryer  serpentine belt  serviced  supper charger cleaned and serviced  new antifreeze  front clip repaint as the clear coat was starting to peel a little  I m sure I am forgetting some thing  The wheels have just been stripped and re powder coated and look awesome  This is not like the other Mini s listed as every ware item was replaced with the engine replacement and will be a trouble free car  I would not hesitate using for daily driver or driving long distances  No worries with this one  This limited edition car came with the John Cooper Works carbon fiber dash  rubber floor mats  and shaft knob with the MC40 logos on them  These were the only cars that came with the red and black seats like this  I did change the mirror caps to white as they should have been Also brand new carpet floor mats  Comes with the factory jack and tool kit  There are a couple of small door dings on the body but not very noticeable  I have the original window sticker to verify this is one of the special cars  This car is a blast to drive and runs and drives great as it should  Has new tires and brakes are like new also  There is a picture of the original mini it was made to commemorate  It won the Monte Carlo Rallye in 1964  I m just adding new pictures with the white mirrors on it  If the listing is still up it is still available  No scammers  no paypal no shipping  Please call or text Ron 801 971 4601 Thanks    
1417,2011 Toyota Tundra CrewMax Rock Warrior        ,Toyota,Tundra,2011,17400.0,146000,16.0,1.321917808219178,1203.125,13400.0,0.3624030497533331,14804.070695623204,274.0,13.0,0.04744525547445255,https://cars.ksl.com/listing/6110439?ad_cid=15,       2011 Toyota Tundra Rock Warrior  Stock 4 300 rear gear ratio and 10 5  ring gear  2011 Toyota Tundra Rock Warrior in great condition  I m the second owner and have owed the truck going on six years  No issues  No leaks  Runs perfect  Never has been in the shop other than a warranty part  Air Injection Pump  Never in an accident  I ve done regular maintenance that includes  serpentine belt  spark plugs  transmission flush  brakes  transfer case  differentials  and regular oil changes  Mostly highway miles  I ve driven it to Georgia a couple times for work and I ve lived in remote areas that required me to travel   I ve only taken it offroad a handful of times on compact dirt roads  Never abused  Occasionally pulled a small trailer with a SxS  Tires have plenty of tread   Includes   Bakflip bed cover   Husky All Weather mats   20  Fuel wheels   Open Country A T 275 65R20   rear airbags   17 400 o b o  VIN   correction  5TFUY5F14BX198177  I put it in wrong and symptom won t let me correct     
483,2016 Buick Enclave Leather        ,Buick,Enclave,2016,30500.0,66070,18.0,2.9211442409565613,1069.4444444444446,26500.0,0.25961096095419406,11902.765879581999,14.0,0.0,0.0,https://cars.ksl.com/listing/6146875?ad_cid=4,       Great family car  Has 2nd row captain chairs and 3 seats on the 3rd row  Weather tech floor mats  DVD player  heated front seats  heated steering wheel  two sunroofs and remote start  New battery  new breaks very well maintained     
487,2007 Volvo S40 2.5T        ,Volvo,S40,2007,3700.0,158000,21.0,1.2215189873417722,916.6666666666666,0.0,0.11475537472372915,3945.682210708117,636.0,27.0,0.04245283018867924,https://cars.ksl.com/listing/6096783?ad_cid=9,       2007 Volvo S40 T5 AWD Manual  Has automatic climate control  heated seats  6 CD MP3 CD changer  2 keys and original manual included  Driver s seat is worn but the rest of the interior is in great shape  I am the second owner and this was my daily driver for 5 years  It is a fantastic car that is a blast to drive  Excellent in the snow because of the AWD  I have done a few upgrades for casual track autocross use  Elevate air intake and turbo intake piping  https   www elevatecars com store volvo s40 elevate volvo s40 t5 performance air intake html https   www elevatecars com store volvo s40 elevate volvo s40 t5 performance turbo intake pipe html Elevate turbo control valve  https   www elevatecars com store volvo s40 elevate volvo s40 t5 turbo control valve tcv boost solenoid html Elevate compressor bypass valve  https   www elevatecars com store volvo s40 elevate volvo s40 t5 compressor bypass valve cbv html Elevate engine torque mount  https   www elevatecars com store volvo s40 elevate volvo s40 engine torque mount html Elevate rear anti sway bar  https   www elevatecars com store volvo s40 elevate volvo s40 rear anti sway bar vertical tabs with 17 5 spacing html Elevate foot pedals  no longer sold  ISC Suspension coilovers  https   iscsuspension na com store Volvo S40 05 ISC N1 Coilover Suspension p28365057 Glowshift turbo boost guage  wired to turn on and off with the car  I purchased another vehicle about a year ago and cannot justify keeping it any longer  Has a brand new battery  Oil was changed and suspension serviced last week  Timing belt water pump replaced at 120K  Clutch replaced at 100K     
3140,2006 Subaru Impreza WRX Limited        ,Subaru,Impreza,2006,5800.0,135000,20.0,1.4296296296296296,962.5,1800.0,0.11159752736021523,5073.929028942429,1634.0,105.0,0.06425948592411261,https://cars.ksl.com/listing/6112270?ad_cid=9,       06 wrx limited with a fully built race engine  Has a 2 stage race clutch and running well  Car has 135k miles  Has raceland coilovers  vf48   catless exhaust  spt intake  inlet  GFB blow off valve  nice touch screen aftermarket radio and brand spanking new tires and much more  Only reason I m selling it is to buy an automatic car and something more family friendly  No trades    
3568,2012 Ford Mustang Premium        ,Ford,Mustang,2012,17000.0,43691,23.0,4.417385731615207,836.9565217391304,13000.0,0.13600751472135336,4812.619931836164,216.0,3.0,0.013888888888888888,https://cars.ksl.com/listing/6100380?ad_cid=6,       2012 roush dub addition it s been a really awesome car always in a garage  It s got a sct tune with 3 different tunes  k n intake filter different transmission gearing  It s got and offroad x pipe straight pipe to two dynomax exhaust axle backs  It s definitely a head Turner please call me with any questions  Serious inquiries only     
1147,2012 Toyota Highlander SE        ,Toyota,Highlander,2012,11900.0,140183,20.0,1.3767717911586996,962.5,7900.0,0.22680324184463238,9853.985681971712,79.0,1.0,0.012658227848101266,https://cars.ksl.com/listing/6140512?ad_cid=13,       2012 Toyota Highlander AWD  3 5L 6cyl 270 HP Charcoal   exterior color Runs great New battery in August New tires 6 months ago  Oil change 12 30 19 Very reliable vehicle  Great in the snow and ice Seats 7 3rd row Rear climate control 4 wheel disc brakes Call Curtis or text 801 833 9071    
1771,2016 Honda Civic EX-L        ,Honda,Civic,2016,14000.0,48700,35.0,3.9630390143737166,550.0,10000.0,0.10979516862445728,4191.734916721631,105.0,3.0,0.02857142857142857,https://cars.ksl.com/listing/6133568?ad_cid=23,       This Civic has been an incredible commuter car  90  of the time I have been the only passenger in the car so it is fairly untouched  The exterior is also in great condition minus rock chips on the front from commuting  Two of the tires are a year old and the other two are only a few months old  The vehicle handles really well in the snow for only being 2 wheel drive   The only reason I am parting with it is because I am moving out of state in a couple weeks and the car isn t needed where I will be  I am the second owner and the vehicle was purchased from AutoSource as a branded title  Prior to purchasing I paid to have the vehicle checked out by Honda s service center to which they couldn t find any issues and told me that if the price is right this car is a steal  I haven t had any issues with it in the 2 years I ve owned it   Please text with any further questions about the vehicle or the price     
